,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2019-02-03,0.02542,0.0002,2019-08-14,0.01778,-0.30075074744295827
1,2020-02-12,0.02393,0.0002,2020-03-30,0.01145,-0.5217211032177183
2,2020-06-09,0.01754,0.0002,2021-07-09,0.06219,2.5454100342075257
3,2021-09-13,0.10462,0.0002,2022-01-08,0.06539,-0.3751761039954119
4,2022-06-02,0.08432,0.0002,2022-07-27,0.06866,-0.1859210626185959
5,2022-08-09,0.0684,0.0002,2022-08-26,0.06158,-0.0999076023391813
