,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2019-04-20,172.88,0.0002,2019-09-05,173.75,0.004832392410920794
1,2020-02-16,258.85,0.0002,2020-04-11,158.33,-0.3885330113965617
2,2020-05-14,203.29,0.0002,2021-08-02,2606.93,11.823500132815191
3,2021-08-08,3011.85,0.0002,2022-01-28,2544.99,-0.15520771950794368
4,2023-02-09,1545.35,0.0002,2023-09-01,1629.12,0.05400778464425524
