,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2021-09-04,47.15,0.0002,2022-03-05,76.68,0.6260990455991517
1,2023-02-19,19.81,0.0002,2023-06-06,14.62,-0.2621888944977284
2,2023-11-20,20.85,0.0002,2024-05-25,38.28,0.8357712230215826
