,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2020-02-19,0.0026085,0.0002,2020-03-26,0.0018519,-0.2902517538815411
1,2020-05-24,0.0024461,0.0002,2020-10-19,0.0025921,0.05948684845263894
2,2020-12-04,0.003283,0.0002,2021-10-04,0.2414,72.53010764544624
3,2022-11-11,0.08509,0.0002,2023-03-26,0.07436,-0.12630177459160888
