,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2019-03-04,11.4006,0.0002,2019-09-18,22.2018,0.9472238197989578
1,2020-02-22,21.9689,0.0002,2020-04-01,12.72,-0.42119968591964096
2,2020-06-02,17.2669,0.0002,2020-07-06,16.311,-0.0555602557494397
3,2020-07-15,17.6351,0.0002,2020-07-16,17.1647,-0.026874076132259027
4,2020-07-28,20.1732,0.0002,2021-07-29,317.03,14.715204596196932
5,2021-08-31,463.9,0.0002,2022-02-04,399.5,-0.13902302220306098
6,2022-11-08,327.4,0.0002,2022-12-28,244.5,-0.2534070861331703
7,2023-02-10,305.8,0.0002,2023-06-16,239.3,-0.21766239372138654
