,entry_date,entry_price,fee,exit_date,exit_price,pnl
0,2019-04-07,0.0898,0.0002,2019-08-13,0.05268,-0.4135630289532294
1,2020-02-11,0.06335,0.0002,2020-04-03,0.03231,-0.49017632202052097
2,2020-05-20,0.05689,0.0002,2021-12-09,1.289,21.657560590613464
3,2023-03-03,0.3431,0.0002,2023-03-27,0.3455,0.006795045176333204
4,2023-03-28,0.3681,0.0002,2023-06-19,0.2634,-0.28463357783211074
5,2023-11-19,0.384,0.0002,2024-05-12,0.4377,0.13964374999999982
